state,hospital,LHN,remoteness,beds,peer_group,ED,ES,NAP,hospital name,Phone_ number,Street _address,Suburb,Postcode,State_add,Latitude,Longitude
QLD,Gympie Hospital,Sunshine Coast,Inner Regional,83,Public acute group B,Yes,Yes,Yes,Gympie Hospital,07 5489 8444,12 Henry Street,Gympie,4570,QLD,-26.184353,152.658258
QLD,Herberton Hospital,Cairns and Hinterland,Outer Regional,38,Mixed subacute and non-acute,No,No,Yes,Herberton Hospital,07 4096 1000,23 Grace Street,Herberton,4887,QLD,-17.379371,145.38175
QLD,Hervey Bay Hospital,Wide Bay,Inner Regional,211,Public acute group A,Yes,Yes,Yes,Hervey Bay Hospital,07 4120 6666,Corner of Nissen and Uraween Roads,Pialba,4655,QLD,-25.298697,152.820639
QLD,Home Hill Hospital,Townsville,Outer Regional,14,Very small,No,No,Yes,Home Hill Hospital,07 4790 5700,Tenth Avenue,Home Hill,4806,QLD,-19.661764,147.416759
QLD,Hughenden Hospital,Townsville,Very Remote,9,Public acute group D,No,No,Yes,Hughenden Hospital,07 4741 2800,14 Richmond Hill Drive,Hughenden,4821,QLD,-20.8424,144.1892
QLD,Ingham Hospital,Townsville,Outer Regional,36,Public acute group D,No,Yes,Yes,Ingham Hospital,07 4720 3000,2-16 Mcilwraith Street,Ingham,4850,QLD,-18.652293,146.164222
QLD,Inglewood Hospital,Darling Downs,Outer Regional,5,Public acute group D,No,No,Yes,Inglewood Hospital,07 4652 0888,Cunningham Highway,Inglewood,4387,QLD,-28.417647,151.061856
QLD,Injune Hospital,South West (Qld),Remote,7,Public acute group D,No,No,Yes,Injune Hospital,07 4626 1188,Fifth Avenue,Injune,4454,QLD,-25.847096,148.562471
QLD,Innisfail Hospital,Cairns and Hinterland,Outer Regional,63,Public acute group C,No,Yes,Yes,Innisfail Hospital,07 4016 1411,87 Rankin Street,Innisfail,4860,QLD,-17.518939,146.030049
QLD,Ipswich Hospital,West Moreton,Major Cities,460,Public acute group A,Yes,Yes,Yes,Ipswich Hospital,07 3810 1111,Chelmsford Avenue,Ipswich,4305,QLD,-27.619465,152.759313
QLD,Jacaranda Place Queensland Adolescent Extended Treatment Centre,Children's Health Queensland,Major Cities,12,Psychiatric,No,No,No,Jacaranda Place,07 2105 6000,78 Farnell St,Chermside,4032,QLD,-27.387650,153.026560
QLD,Jandowae Hospital,Darling Downs,Outer Regional,10,Very small,No,No,Yes,Jandowae Hospital,07 4668 4555,13 Dalby Street,Jandowae,4410,QLD,-26.781016,151.105313
QLD,Joyce Palmer Health Service,Townsville,Remote,11,Public acute group D,No,No,Yes,Joyce Palmer Health Service,07 4752 5100,Beach Road,Palm Island,4816,QLD,-18.732733,146.578731
QLD,Julia Creek Hospital,North West (Qld),Very Remote,0,Public acute group D,No,No,Yes,Julia Creek Hospital,07 4746 4000,1 Burke Street,Julia Creek,4823,QLD,-20.656096,141.749875
QLD,Kilcoy Hospital,Metro North (Qld),Inner Regional,21,Public acute group D,No,No,Yes,Kilcoy Hospital,07 5422 4411,19 Brown Street,Kilcoy,4515,QLD,-26.941009,152.561495
QLD,Kingaroy Hospital,Darling Downs,Inner Regional,45,Public acute group C,No,Yes,Yes,Kingaroy Hospital,07 4162 9200,166 Youngman Street,Kingaroy,4610,QLD,-26.532454,151.838307
QLD,Kirwan Mental Health Rehabilitation Unit,Townsville,Outer Regional,9,Psychiatric,No,No,No,Kirwan Rehabilitation Unit,07 4799 9800,138 Thuringowa Drive,Kirwan,4817,QLD,-19.303796,146.731627
QLD,Laidley Hospital,West Moreton,Inner Regional,15,Public acute group D,No,No,Yes,Laidley Hospital,07 5466 8100,75 William Street,Laidley,4341,QLD,-27.632725,152.400015
QLD,Logan Hospital,Metro South (Qld),Major Cities,478,Public acute group A,Yes,Yes,Yes,Logan Hospital,07 3299 8899,Corner of Armstrong and Loganlea Roads,Meadowbrook,4131,QLD,-27.670169,153.141732
QLD,Longreach Hospital,Central West (Qld),Very Remote,23,Public acute group C,No,Yes,Yes,Longreach Hospital,07 4658 4700,Jabiru Street,Longreach,4730,QLD,-23.439033,144.260873
QLD,Mackay Base Hospital,Mackay,Inner Regional,235,Public acute group A,Yes,Yes,Yes,Mackay Base Hospital,07 4885 6000,475 Bridge Road,Mackay,4740,QLD,-21.145792,149.155325
QLD,Maleny Hospital,Sunshine Coast,Inner Regional,25,Public acute group D,No,No,Yes,Maleny Hospital,07 5420 5000,17 Bean Street,Maleny,4552,QLD,-26.754893,152.844972
QLD,Mareeba Hospital,Cairns and Hinterland,Outer Regional,51,Public acute group C,No,Yes,Yes,Mareeba Hospital,07 4092 9333,21 Lloyd Street,Mareeba,4880,QLD,-16.987117,145.424468
QLD,Maryborough Hospital,Wide Bay,Inner Regional,114,Public acute group B,Yes,Yes,Yes,Maryborough Hospital,07 4122 8222,185 Walker Street,Maryborough,4650,QLD,-25.522131,152.689855
QLD,Mater Hospital Brisbane,,Major Cities,329,Public acute group A,Yes,Yes,Yes,Mater Adult Hospital,07 3163 8111,Raymond Terrace,South Brisbane,4101,QLD,-27.485488,153.028103
QLD,Mater Mothers' Hospital,,Major Cities,155,Womens,No,Yes,Yes,Mater Mothers' Hospital,07 3163 1918,Raymond Terrace,South Brisbane,4101,QLD,-27.485436,153.027001
QLD,Miles Hospital,Darling Downs,Outer Regional,8,Public acute group D,No,No,Yes,Miles Hospital,07 4628 5600,26 Colamba Street,Miles,4415,QLD,-26.658236,150.191023
QLD,Millmerran Hospital,Darling Downs,Inner Regional,6,Public acute group D,No,No,Yes,Millmerran Hospital,07 4695 3111,50 Commens Street,Millmerran,4357,QLD,-27.878928,151.26267
QLD,Mitchell Hospital,South West (Qld),Very Remote,12,Public acute group D,No,No,Yes,Mitchell Hospital,07 4623 1277,95 Ann Street,Mitchell,4465,QLD,-26.489913,147.972493
QLD,Monto Hospital,Wide Bay,Outer Regional,14,Public acute group D,No,No,Yes,Monto Hospital,07 4166 9300,35 Flinders Street,Monto,4630,QLD,-24.866424,151.112501
QLD,Moranbah Hospital,Mackay,Outer Regional,12,Public acute group D,No,No,Yes,Moranbah Hospital,07 4941 4600,Elliott Street,Moranbah,4744,QLD,-22.002125,148.055287
QLD,Mornington Island Hospital,North West (Qld),Very Remote,7,Public acute group D,No,No,Yes,Mornington Island Hospital,07 4745 7209,Lardyl Street,Mornington Island,4871,QLD,-16.665534,139.178559
QLD,Mossman Hospital,Cairns and Hinterland,Outer Regional,18,Public acute group C,No,No,Yes,Mossman Hospital,07 4084 1200,9 Hospital Street,Mossman,4873,QLD,-16.464031,145.368025
QLD,Mount Isa Hospital,North West (Qld),Remote,85,Public acute group B,Yes,Yes,Yes,Mount Isa Base Hospital,07 4744 4444,30 Camooweal Street,Mount Isa,4825,QLD,-20.730919,139.493815
QLD,Mount Morgan Hospital,Central Queensland,Inner Regional,10,Public acute group D,No,No,Yes,Mount Morgan Hospital,07 4912 5100,Black Street,Mount Morgan,4714,QLD,-23.645094,150.392639
QLD,Moura Hospital,Central Queensland,Outer Regional,3,Public acute group D,No,No,Yes,Moura Hospital,07 4997 2900,14 Nott Street,Moura,4718,QLD,-24.575948,149.975999
QLD,Mundubbera Hospital,Wide Bay,Outer Regional,4,Public acute group D,No,No,Yes,Mundubbera Hospital,07 4165 5200,96 Leichhardt Street,Mundubbera,4626,QLD,-25.587619,151.293282
QLD,Mungindi Hospital,South West (Qld),Remote,3,Public acute group D,No,No,Yes,Mungindi Hospital,02 6705 6100,Barwon Street,Mungindi,2406,QLD,-28.972817,148.989061
QLD,Murgon Hospital,Darling Downs,Inner Regional,10,Public acute group D,No,No,Yes,Murgon Hospital,07 4169 9600,Coronation Drive,Murgon,4605,QLD,-26.239075,151.950702
QLD,Nambour Hospital,Sunshine Coast,Major Cities,195,Public acute group A,Yes,Yes,Yes,Nambour General Hospital,07 5470 6600,Hospital Road,Nambour,4560,QLD,-26.621659,152.952249
QLD,Nanango Hospital,Darling Downs,Inner Regional,10,Public acute group D,No,No,Yes,Nanango Hospital,07 4171 6700,135 Brisbane Street,Nanango,4615,QLD,-26.666405,152.007833
QLD,Normanton Hospital,North West (Qld),Very Remote,14,Public acute group D,No,No,Yes,Normanton Hospital,07 4745 2100,Brown Street,Normanton,4890,QLD,-17.678739,141.086425
QLD,Oakey Hospital,Darling Downs,Inner Regional,8,Public acute group D,No,No,Yes,Oakey Hospital,07 4691 4888,Corner Beale and Fitzpatrick Streets,Oakey,4401,QLD,-27.424079,151.719088
QLD,Princess Alexandra Hospital,Metro South (Qld),Major Cities,1056,Principal referral,Yes,Yes,Yes,Princess Alexandra Hospital,07 3176 2111,199 Ipswich Road,Woolloongabba,4102,QLD,-27.499402,153.033542
QLD,Proserpine Hospital,Mackay,Outer Regional,33,Public acute group C,No,Yes,Yes,Proserpine Hospital,07 4813 9400,26-34 Taylor Street,Proserpine,4800,QLD,-20.400017,148.584976
QLD,Queen Elizabeth Ii Jubilee Hospital,Metro South (Qld),Major Cities,243,Public acute group A,Yes,Yes,Yes,Queen Elizabeth II Jubilee Hospital,07 3275 6111,Corner of Kessels and Troughton Roads,Coopers Plains,4108,QLD,-27.559673,153.048852
QLD,Queensland Children's Hospital,Children's Health Queensland,Major Cities,377,Childrens,Yes,Yes,Yes,Queensland Children's Hospital,07 3068 1111,501 Stanley St,South Brisbane,4101,QLD,-27.484305,153.026717
QLD,Quilpie Hospital,South West (Qld),Very Remote,6,Very small,No,No,Yes,Quilpie Hospital,07 4656 0100,30 Gyrica Street,Quilpie,4480,QLD,-26.616519,144.274617
QLD,Redcliffe Hospital,Metro North (Qld),Major Cities,429,Public acute group A,Yes,Yes,Yes,Redcliffe Hospital,07 3883 7777,Anzac Avenue,Redcliffe,4020,QLD,-27.228269,153.105245
QLD,Redland Hospital,Metro South (Qld),Major Cities,192,Public acute group B,Yes,Yes,Yes,Redland Hospital,07 3488 3111,Weippin Street,Cleveland,4163,QLD,-27.539992,153.251379
QLD,Richmond Hospital,Townsville,Very Remote,6,Very small,No,No,Yes,Richmond Hospital,07 4741 6100,Gallagher Drive,Richmond,4822,QLD,-20.738726,143.150471
QLD,Robina Hospital,Gold Coast,Major Cities,438,Public acute group B,Yes,Yes,Yes,Robina Hospital,07 5668 6000,2 Bayberry Lane,Robina,4226,QLD,-28.072198,153.377284
QLD,Rockhampton Base Hospital,Central Queensland,Inner Regional,331,Public acute group A,Yes,Yes,Yes,Rockhampton Hospital,07 4920 6211,Canning Street,Rockhampton,4700,QLD,-23.379525,150.494542
QLD,Roma Hospital,South West (Qld),Outer Regional,44,Public acute group C,No,Yes,Yes,Roma Hospital,07 4624 2700,197-234 Mcdowall Street,Roma,4455,QLD,-26.568828,148.775846
QLD,Royal Brisbane & Women's Hospital,Metro North (Qld),Major Cities,965,Principal referral,Yes,Yes,Yes,Royal Brisbane & Women's Hospital,07 3646 8111,Butterfield Street,Herston,4006,QLD,-27.446972,153.027888
QLD,Sarina Hospital,Mackay,Outer Regional,16,Public acute group D,No,No,Yes,Sarina Hospital,07 4943 8777,1 Hospital Street,Sarina,4737,QLD,-21.421151,149.210268
QLD,Springsure Hospital,Central Queensland,Remote,10,Public acute group D,No,No,Yes,Springsure Hospital,07 4984 1200,Woodbine Street,Springsure,4722,QLD,-24.120122,148.084762
QLD,St George Hospital,South West (Qld),Remote,25,Public acute group C,No,Yes,Yes,St George Hospital Qld,07 4620 2222,1 Victoria Street,St George,4487,QLD,-28.0272,148.592683
QLD,Stanthorpe Hospital,Darling Downs,Outer Regional,20,Public acute group C,No,Yes,Yes,Stanthorpe Hospital,07 4683 3400,8 McGregor Terrace,Stanthorpe,4380,QLD,-28.660927,151.928397
QLD,Sunshine Coast University Hospital,Sunshine Coast,Major Cities,707,Principal referral,Yes,Yes,Yes,Sunshine Coast University Hospital,07 5202 0000,6 Doherty Street,Birtinya,4575,QLD,-26.74681,153.113812
QLD,Surat Hospital,South West (Qld),Remote,4,Public acute group D,No,No,Yes,Surat Hospital,07 4626 5166,Ivan Street,Surat,4417,QLD,-27.156595,149.063787
QLD,Surgical Treatment & Rehabilitation Service,Metro North (Qld),Major Cities,156,Public acute group B,No,Yes,Yes,Surgical Treatment & Rehabilitation Service,07 3647 7111,296 Herston Rd,Herston,4006,QLD,-27.449260,153.026110
QLD,Tara Hospital,Darling Downs,Outer Regional,8,Public acute group D,No,No,Yes,Tara Hospital,07 4678 7900,15 Bilton Street,Tara,4421,QLD,-27.273674,150.456368
QLD,Taroom Hospital,Darling Downs,Remote,4,Public acute group D,No,No,Yes,Taroom Hospital,07 4628 9900,Miller Street,Taroom,4420,QLD,-25.638818,149.798669
QLD,Texas Hospital,Darling Downs,Outer Regional,6,Public acute group D,No,No,Yes,Texas Hospital,07 4653 3200,Mingoola Road,Texas,4385,QLD,-28.855978,151.179481
QLD,The Park Centre for Mental Health,West Moreton,Major Cities,124,Psychiatric,No,No,No,The Park Centre For Mental Health,07 3271 8222,Corner of Ellerton Drive and Wolston Park Road,Wacol,4076,QLD,-27.600413,152.910246
QLD,The Prince Charles Hospital,Metro North (Qld),Major Cities,671,Principal referral,Yes,Yes,Yes,The Prince Charles Hospital,07 3139 4000,Rode Road,Chermside,4032,QLD,-27.390497,153.021955
QLD,Theodore Hospital,Central Queensland,Outer Regional,6,Public acute group D,No,No,Yes,Theodore Hospital,07 4990 3000,The Boulevard,Theodore,4719,QLD,-24.943109,150.075277
QLD,Thursday Island Hospital,Torres and Cape,Very Remote,29,Public acute group C,No,Yes,Yes,Thursday Island Hospital,07 4069 0200,163 Douglas Street,Thursday Island,4875,QLD,-10.588,142.21156
QLD,Toowoomba Hospital,Darling Downs,Inner Regional,452,Public acute group A,Yes,Yes,Yes,Toowoomba Hospital,07 4616 6000,Pechey Street,Toowoomba,4350,QLD,-27.569872,151.944433
QLD,Townsville University Hospital,Townsville,Outer Regional,764,Principal referral,Yes,Yes,Yes,The Townsville Hospital,07 4433 1111,100 Angus Smith Drive,Douglas,4814,QLD,-19.320683,146.762092
QLD,Tully Hospital,Cairns and Hinterland,Outer Regional,22,Public acute group C,No,No,Yes,Tully Hospital,07 4068 4144,Bryant Street,Tully,4854,QLD,-17.927624,145.924146
QLD,Warwick Hospital,Darling Downs,Inner Regional,54,Public acute group C,No,Yes,Yes,Warwick Hospital,07 4660 3900,56 Locke Street,Warwick,4370,QLD,-28.224275,152.017983
QLD,Weipa Hospital,Torres and Cape,Very Remote,19,Public acute group C,No,Yes,Yes,Weipa Hospital,07 4082 3900,Lot 407 John Evans Drive,Weipa,4874,QLD,-12.623419,141.881179
QLD,Winton Hospital,Central West (Qld),Very Remote,8,Public acute group D,No,No,Yes,Winton Hospital,07 4657 2700,Bloomfield Street,Winton,4735,QLD,-22.381189,143.040672
QLD,Wondai Hospital,Darling Downs,Outer Regional,5,Very small,No,No,Yes,Wondai Hospital,07 4169 2600,Bramston Street,Wondai,4606,QLD,-26.323335,151.878658
QLD,Woorabinda Hospital,Central Queensland,Remote,7,Public acute group D,No,No,Yes,Woorabinda Hospital,07 4913 2800,1 Munns Drive,Woorabinda,4702,QLD,-24.131492,149.455983
SA,Angaston District Hospital,Barossa Hills Fleurieu,Inner Regional,32,Public acute group C,No,Yes,Yes,Angaston District Hospital,08 8563 8500,29 North Street,Angaston,5353,SA,-34.503549,139.054715
SA,Balaklava Soldiers' Memorial District Hospital,Yorke and Northern,Inner Regional,31,Public acute group D,No,No,Yes,Balaklava Soldiers' Memorial District Hospital,08 8862 1400,16 War Memorial Drive,Balaklava,5461,SA,-34.139594,138.419596
SA,Barmera Health Service,Riverland Mallee Coorong,Outer Regional,20,Public acute group D,No,No,Yes,Barmera Health Service,08 8588 0400,Hawdon Street,Barmera,5345,SA,-34.249146,140.471706
SA,Booleroo Centre District Hospital and Health Services,Yorke and Northern,Outer Regional,23,Public acute group D,No,No,Yes,Booleroo Centre District Hospital and Health Services,08 8667 2211,Stephens Street,Booleroo Centre,5482,SA,-32.877911,138.350958
SA,Bordertown Memorial Hospital,Limestone Coast,Outer Regional,40,Public acute group C,No,Yes,Yes,Bordertown Memorial Hospital,08 8752 9000,23 South Terrace,Bordertown,5268,SA,-36.312133,140.766438
SA,Burra Hospital,Yorke and Northern,Outer Regional,7,Very small,No,No,Yes,Burra Hospital,08 8892 2300,46 Commercial Street,Burra,5417,SA,-33.685486,138.934577
SA,Ceduna District Health Service,Eyre and Far North,Very Remote,15,Public acute group C,No,Yes,Yes,Ceduna District Health Service,08 8626 2110,3 Eyre Highway,Ceduna,5690,SA,-32.119099,133.672317
SA,Central Yorke Peninsula Hospital (Maitland),Yorke and Northern,Outer Regional,31,Public acute group D,No,No,Yes,Central Yorke Peninsula Hospital (Maitland),08 8862 2626,65 Robert Street,Maitland,5573,SA,-34.370494,137.673947
SA,Clare Hospital,Yorke and Northern,Inner Regional,25,Public acute group C,No,Yes,Yes,Clare Hospital,08 8842 6500,47 Farrell Flat Road,Clare,5453,SA,-33.829588,138.614416
SA,Cleve District Hospital and Aged Care,Eyre and Far North,Remote,20,Public acute group D,No,No,Yes,Cleve District Hospital and Aged Care,08 8628 2665,North Terrace,Cleve,5640,SA,-33.697779,136.494162
SA,Coober Pedy Hospital and Health Service,Eyre and Far North,Very Remote,15,Public acute group D,No,No,Yes,Coober Pedy Hospital and Health Service,08 8672 5009,Lot 89 Hospital Road,Coober Pedy,5723,SA,-29.004893,134.762066
SA,Cowell District Hospital and Aged Care,Eyre and Far North,Remote,8,Very small,No,No,Yes,Cowell District Hospital and Aged Care,08 8629 2437,17 South Terrace,Cowell,5602,SA,-33.685299,136.921405
SA,Crystal Brook and District Hospital,Yorke and Northern,Outer Regional,13,Public acute group C,No,Yes,Yes,Crystal Brook and District Hospital,08 8636 1100,Edmund Terrace,Crystal Brook,5523,SA,-33.354297,138.213243
SA,Cummins and District Memorial Hospital,Eyre and Far North,Remote,19,Public acute group D,No,No,Yes,Cummins and District Memorial Hospital,08 8688 2629,19-21 Tumby Bay Road,Cummins,5631,SA,-34.264155,135.73316
SA,Elliston Hospital,Eyre and Far North,Very Remote,6,Very small,No,No,Yes,Elliston Hospital,08 8687 9001,6 Memorial Terrace,Elliston,5670,SA,-33.647912,134.892443
SA,Eudunda Hospital,Barossa Hills Fleurieu,Inner Regional,8,Very small,No,No,Yes,Eudunda Hospital,08 8566 2007,40 Ward Street,Eudunda,5374,SA,-34.175482,139.090586
SA,Flinders Medical Centre,Southern Adelaide,Major Cities,656,Principal referral,Yes,Yes,Yes,Flinders Medical Centre,08 8204 5511,Flinders Drive,Bedford Park,5042,SA,-35.022229,138.569439
SA,Gawler Health Service,Barossa Hills Fleurieu,Major Cities,62,Public acute group C,Yes,Yes,Yes,Gawler Health Service,08 8521 2000,21 Hutchinson Road,Gawler East,5118,SA,-34.593743,138.755044
SA,Glenside Hospital,Central Adelaide,Major Cities,84,Psychiatric,No,No,Yes,Glenside Health Services,08 7087 1000,226 Fullarton Road,Glenside,5065,SA,-34.943429,138.627714
SA,Glenside Rural & Remote,Barossa Hills Fleurieu,Major Cities,0,Unknown,No,No,No,Glenside Rural & Remote,1300 515 951,Fullarton Road,Glenside,5065,SA,-34.943985,138.628775
SA,Gumeracha District Soldiers' Memorial Hospital,Barossa Hills Fleurieu,Inner Regional,17,Public acute group D,No,No,Yes,Gumeracha District Soldiers' Memorial Hospital,08 8209 9200,2 Albert Street,Gumeracha,5233,SA,-34.826269,138.881575
SA,Hampstead Rehabilitation Centre,Central Adelaide,Major Cities,119,Rehabilitation and GEM,No,No,Yes,Hampstead Rehabilitation Centre,08 8222 1600,207-255 Hampstead Road,Northfield,5085,SA,-34.860704,138.620381
SA,Hawker Memorial Hospital,Flinders and Upper North,Outer Regional,4,Very small,No,No,Yes,Hawker Memorial Hospital,08 8648 4007,Cradock Road,Hawker,5434,SA,-31.893389,138.427841
SA,James Nash House,Northern Adelaide,Major Cities,60,Psychiatric,No,No,Yes,James Nash House,08 8266 9600,140 Hilltop Drive,Oakden,5086,SA,-34.849781,138.637283
SA,Jamestown Hospital and Health Service,Yorke and Northern,Outer Regional,12,Public acute group C,No,Yes,Yes,Jamestown Hospital and Health Service,08 8664 1406,South Terrace,Jamestown,5491,SA,-33.212265,138.616249
SA,Kangaroo Island Health Service,Barossa Hills Fleurieu,Remote,15,Public acute group C,No,Yes,Yes,Kangaroo Island Health Service,08 8553 4200,3 to 7 The Esplanade,Kingscote,5223,SA,-35.652693,137.641289
SA,Kapunda Hospital,Barossa Hills Fleurieu,Inner Regional,27,Public acute group C,No,Yes,Yes,Kapunda Hospital,08 8566 2007,26 Nash Street,Kapunda,5373,SA,-34.330289,138.921679
SA,Karoonda and District Soldiers' Memorial Hospital,Riverland Mallee Coorong,Outer Regional,4,Very small,No,No,Yes,Karoonda and District Soldiers' Memorial Hospital,08 8579 1111,13 Stokes Road,Karoonda,5307,SA,-35.094226,139.889429
SA,Kimba District Hospital and Aged Care,Eyre and Far North,Remote,8,Very small,No,No,Yes,Kimba District Hospital and Aged Care,08 8627 2400,15 Martin Terrace,Kimba,5641,SA,-33.143552,136.416013
SA,Kingston Soldiers' Memorial Hospital,Limestone Coast,Outer Regional,10,Public acute group D,No,No,Yes,Kingston Soldiers' Memorial Hospital,08 8767 0222,Corner of Cooke and Young Streets,Kingston SE,5275,SA,-36.835501,139.848763
SA,Lameroo District Health Service,Riverland Mallee Coorong,Remote,11,Public acute group D,No,No,Yes,Lameroo District Health Service,08 8576 4600,1A Vardon Terrace,Lameroo,5302,SA,-35.328203,140.514643
SA,Laura and District Hospital,Yorke and Northern,Outer Regional,4,Very small,No,No,Yes,Laura and District Hospital,08 8663 2568,Mill Street,Laura,5480,SA,-33.174925,138.298687
SA,Loxton Hospital Complex,Riverland Mallee Coorong,Outer Regional,22,Public acute group C,No,Yes,Yes,Loxton Hospital Complex,08 8584 8555,Drabsch Street,Loxton,5333,SA,-34.454695,140.564296
SA,Lyell McEwin Hospital,Northern Adelaide,Major Cities,380,Public acute group A,Yes,Yes,Yes,Lyell McEwin Hospital,08 8182 9000,Haydown Road,Elizabeth Vale,5112,SA,-34.747607,138.664798
SA,Mannum District Hospital,Riverland Mallee Coorong,Inner Regional,13,Public acute group D,No,No,Yes,Mannum District Hospital,08 8569 0200,Parker Street,Mannum,5238,SA,-34.916481,139.308614
SA,McLaren Vale & Districts War Memorial Hospital Inc,Southern Adelaide,Major Cities,0,Public acute group D,No,No,No,McLaren Vale & Districts War Memorial Hospital Inc,08 8323 6600,3 Aldersey Street,McLaren Vale,5171,SA,-35.221405,138.544962
SA,Meningie and Districts Memorial Hospital and Health Services,Riverland Mallee Coorong,Outer Regional,14,Public acute group D,No,No,Yes,Meningie and Districts Memorial Hospital and Health Services,08 8575 2777,2 South Terrace,Meningie,5264,SA,-35.693212,139.335565
SA,Millicent and Districts Hospital and Health Service,Limestone Coast,Outer Regional,30,Public acute group C,No,Yes,Yes,Millicent and Districts Hospital and Health Service,08 8733 4755,Mount Gambier Road,Millicent,5280,SA,-37.598354,140.358924
SA,Modbury Hospital,Northern Adelaide,Major Cities,134,Public acute group A,Yes,Yes,Yes,Modbury Hospital,08 8161 2000,41-69 Smart Road,Modbury,5092,SA,-34.834166,138.690505
SA,Mount Barker District Soldiers' Memorial Hospital,Barossa Hills Fleurieu,Inner Regional,46,Public acute group C,Yes,Yes,Yes,Mount Barker District Soldiers' Memorial Hospital,08 8393 1777,Wellington Road,Mount Barker,5251,SA,-35.081813,138.870277
SA,Mount Gambier and Districts Health Service,Limestone Coast,Inner Regional,96,Public acute group B,Yes,Yes,Yes,Mount Gambier and Districts Health Service,08 8721 1200,276-300 Wehl Street North,Mount Gambier,5290,SA,-37.805003,140.786662
SA,Mount Pleasant District Hospital,Barossa Hills Fleurieu,Inner Regional,21,Public acute group D,No,No,Yes,Mount Pleasant District Hospital,08 8568 0000,28 Hospital Road,Mount Pleasant,5235,SA,-34.773855,139.054212
SA,Murray Bridge Soldiers' Memorial Hospital,Riverland Mallee Coorong,Inner Regional,58,Public acute group C,Yes,Yes,Yes,Murray Bridge Soldiers' Memorial Hospital,08 8535 6777,96 Swanport Road,Murray Bridge,5253,SA,-35.128911,139.280462
SA,Naracoorte Health Service,Limestone Coast,Outer Regional,60,Public acute group C,No,Yes,Yes,Naracoorte Health Service,08 8762 8100,101 Jenkins Terrace,Naracoorte,5271,SA,-36.966849,140.743693
SA,Noarlunga Public Hospital,Southern Adelaide,Major Cities,106,Public acute group B,Yes,Yes,Yes,Noarlunga Hospital,08 8384 9222,Alexander Kelly Drive,Noarlunga Centre,5168,SA,-35.139879,138.500218
SA,Northern Yorke Peninsula Health Service (Wallaroo),Yorke and Northern,Outer Regional,21,Public acute group C,Yes,Yes,Yes,Northern Yorke Peninsula Health Service (Wallaroo),08 8823 0200,1 Ernest Terrace,Wallaroo,5556,SA,-33.927738,137.636783
SA,Orroroo and District Health Service,Yorke and Northern,Outer Regional,8,Very small,No,No,Yes,Orroroo and District Health Service,08 8658 1023,Pekina Road,Orroroo,5431,SA,-32.738519,138.607206
SA,Penola War Memorial Hospital,Limestone Coast,Outer Regional,6,Very small,No,No,Yes,Penola War Memorial Hospital,08 8737 2311,18 Church Street,Penola,5277,SA,-37.382873,140.836465
SA,Peterborough Soldiers' Memorial Hospital,Yorke and Northern,Outer Regional,22,Public acute group D,No,No,Yes,Peterborough Soldiers' Memorial Hospital,08 8651 0400,23 Hurlstone Street,Peterborough,5422,SA,-32.980786,138.830344
SA,Pinnaroo Soldiers' Memorial Hospital,Riverland Mallee Coorong,Remote,8,Very small,No,No,Yes,Pinnaroo Soldiers' Memorial Hospital,08 8577 9222,Bundey Terrace,Pinnaroo,5304,SA,-35.257499,140.902447
SA,Port Augusta Hospital and Regional Health Services,Flinders and Upper North,Outer Regional,61,Public acute group B,Yes,Yes,Yes,Port Augusta Hospital and Regional Health Services,08 8668 7500,71 Hospital Road,Port Augusta,5700,SA,-32.509417,137.776279
SA,Port Broughton and District Hospital and Health Service,Yorke and Northern,Outer Regional,20,Public acute group D,No,No,Yes,Port Broughton and District Hospital and Health Service,08 8635 2200,Bay Street,Port Broughton,5522,SA,-33.601287,137.934379
SA,Port Lincoln Health Service,Eyre and Far North,Remote,67,Public acute group C,Yes,Yes,Yes,Port Lincoln Health Service,08 8683 2200,39 Oxford Terrace,Port Lincoln,5606,SA,-34.72408,135.850201
SA,Port Pirie Regional Health Service,Yorke and Northern,Outer Regional,69,Public acute group C,Yes,Yes,Yes,Port Pirie Regional Health Service,08 8638 4500,Alexander Street,Port Pirie,5540,SA,-33.177339,138.005533
SA,Pregnancy Advisory Centre,Central Adelaide,Major Cities,0,Unpeered,No,No,No,Pregnancy Advisory Centre,08 8243 3999,21 Belmore Terrace,Woodville Park,5011,SA,-34.87999,138.542962
SA,Quorn Health Service,Flinders and Upper North,Outer Regional,11,Public acute group D,No,Yes,Yes,Quorn Health Service,08 8648 7888,Hospital Road,Quorn,5433,SA,-32.350917,138.038138
SA,Renmark Paringa District Hospital,Riverland Mallee Coorong,Outer Regional,17,Public acute group C,No,Yes,Yes,Renmark Paringa District Hospital,08 8580 4100,Ral Ral Avenue,Renmark,5341,SA,-34.164836,140.745205
SA,Repatriation General Hospital,Southern Adelaide,Major Cities,0,Public acute group A,No,No,No,Repatriation General Hospital,08 8204 5511,216 Daw Rd,Daw Park,5041,SA,-34.99061,138.58971
SA,Riverland General Hospital,Riverland Mallee Coorong,Outer Regional,53,Public acute group C,Yes,Yes,Yes,Riverland General Hospital,08 8580 2400,Maddern Street,Berri,5343,SA,-34.276054,140.600984
SA,Riverton District Soldiers' Memorial Hospital,Yorke and Northern,Inner Regional,14,Public acute group D,No,No,Yes,Riverton District Soldiers' Memorial Hospital,08 8847 2300,23 Moorhouse Terrace,Riverton,5412,SA,-34.160353,138.742657
